NuméroClient,NombreCommandes,DateDerniereCommande,MontantEffectif,TransactionAnnulation,Récence,MontantGlobal,NombreArticlesTotal,PourcentageAnnulationMontant,NombreArticlesMoyenParCommande,PanierMoyen,Pays
12347.0,5.0,2011-06-09 13:01:00,3529.27,0.0,20,5633.32,3286.0,37.3500884025761,657.2,1126.664,Iceland
12348.0,4.0,2011-04-05 10:47:00,1388.3999999999999,0.0,85,1658.4,2704.0,16.280752532561518,676.0,414.6,Finland
12349.0,2.0,2010-10-28 08:23:00,2196.99,1.0,244,3678.69,1621.0,40.2779250222226,810.5,1839.345,Italy
12350.0,1.0,2011-02-02 16:01:00,294.4,0.0,147,294.4,196.0,0.0,196.0,294.4,Norway
12351.0,1.0,2010-11-29 15:23:00,300.93,0.0,212,300.93,261.0,0.0,261.0,300.93,Unspecified
12352.0,6.0,2011-03-22 16:08:00,864.98,1.0,99,1729.54,714.0,49.98785804317911,119.0,288.25666666666666,Norway
12353.0,2.0,2011-05-19 17:47:00,406.76,0.0,40,406.76,212.0,0.0,106.0,203.38,Bahrain
12354.0,1.0,2011-04-21 13:11:00,1079.4,0.0,69,1079.4,530.0,0.0,530.0,1079.4,Spain
12355.0,2.0,2011-05-09 13:49:00,947.61,0.0,51,947.61,543.0,0.0,271.5,473.805,Bahrain
12356.0,5.0,2011-04-08 12:33:00,5555.33,0.0,82,5613.68,3377.0,1.0394251186387604,675.4,1122.736,Portugal
12358.0,3.0,2010-11-29 10:56:00,2519.01,0.0,212,3447.07,1068.0,26.92315502731305,356.0,1149.0233333333333,Austria
12359.0,9.0,2011-06-03 12:26:00,5929.29,3.0,26,8935.94,2752.0,33.6467120414864,305.77777777777777,992.8822222222223,Cyprus
12360.0,4.0,2011-05-23 09:43:00,2234.41,0.0,37,3612.89,2443.0,38.1544968155687,610.75,903.2225,Austria
12361.0,4.0,2011-02-25 13:51:00,451.25,0.0,124,451.25,231.0,0.0,57.75,112.8125,Belgium
12362.0,2.0,2011-04-28 09:12:00,879.4399999999999,1.0,62,4737.23,2197.0,81.43556466542684,1098.5,2368.615,Belgium
12363.0,1.0,2011-04-11 13:29:00,299.1,0.0,79,552.0,408.0,45.815217391304344,408.0,552.0,Unspecified
12365.0,1.0,2011-02-21 13:51:00,320.69,0.0,128,320.69,173.0,0.0,173.0,320.69,Cyprus
12366.0,1.0,2010-03-16 10:28:00,500.24,0.0,470,500.24,296.0,0.0,296.0,500.24,Cyprus
