numero_client,nombre_commandes,date_derniere_commande,montant_effectif,transactions_annulation,nombre_jours_depuis_derniere_commande,montant_global,nombre_articles_y,pourcentage_annulation_montant,nombre_articles_moyen_par_commande,panier_moyen,pays
12347.0,6.0,2011-08-02 08:48:00,4114.18,0.0,28,5633.32,3286.0,26.967046075848693,547.6666666666666,938.8866666666667,Iceland
12348.0,4.0,2011-04-05 10:47:00,1388.3999999999999,0.0,147,1658.4,2704.0,16.280752532561518,676.0,414.6,Finland
12349.0,2.0,2010-10-28 08:23:00,2196.99,1.0,306,3678.69,1621.0,40.2779250222226,810.5,1839.345,Italy
12350.0,1.0,2011-02-02 16:01:00,294.4,0.0,209,294.4,196.0,0.0,196.0,294.4,Norway
12351.0,1.0,2010-11-29 15:23:00,300.93,0.0,274,300.93,261.0,0.0,261.0,300.93,Unspecified
12352.0,6.0,2011-03-22 16:08:00,864.98,1.0,161,1729.54,714.0,49.98785804317911,119.0,288.25666666666666,Norway
12353.0,2.0,2011-05-19 17:47:00,406.76,0.0,102,406.76,212.0,0.0,106.0,203.38,Bahrain
12354.0,1.0,2011-04-21 13:11:00,1079.4,0.0,131,1079.4,530.0,0.0,530.0,1079.4,Spain
12355.0,2.0,2011-05-09 13:49:00,947.61,0.0,113,947.61,543.0,0.0,271.5,473.805,Bahrain
12356.0,5.0,2011-04-08 12:33:00,5555.33,0.0,144,5613.68,3377.0,1.0394251186387604,675.4,1122.736,Portugal
12358.0,4.0,2011-07-12 10:04:00,2923.87,0.0,49,3447.07,1068.0,15.178107784292175,267.0,861.7675,Austria
12359.0,9.0,2011-06-03 12:26:00,5929.29,3.0,88,8935.94,2752.0,33.6467120414864,305.77777777777777,992.8822222222223,Cyprus
12360.0,5.0,2011-08-19 10:10:00,2689.11,0.0,11,3612.89,2443.0,25.569004315105076,488.6,722.578,Austria
12361.0,4.0,2011-02-25 13:51:00,451.25,0.0,186,451.25,231.0,0.0,57.75,112.8125,Belgium
12362.0,4.0,2011-08-19 10:38:00,1559.55,2.0,11,4737.23,2197.0,67.07886254203405,549.25,1184.3075,Belgium
12363.0,2.0,2011-08-22 10:18:00,552.0,0.0,8,552.0,408.0,0.0,204.0,276.0,Unspecified
12364.0,1.0,2011-08-19 15:24:00,578.92,0.0,11,1208.1,1499.0,52.08012581739923,1499.0,1208.1,Belgium
12365.0,1.0,2011-02-21 13:51:00,320.69,0.0,190,320.69,173.0,0.0,173.0,320.69,Cyprus
12366.0,1.0,2010-03-16 10:28:00,500.24,0.0,532,500.24,296.0,0.0,296.0,500.24,Cyprus
12368.0,1.0,2010-03-21 15:56:00,917.6999999999999,0.0,527,917.7,330.0,1.2388235558637466e-14,330.0,917.7,Cyprus
12369.0,3.0,2010-10-22 13:13:00,1511.15,0.0,312,1511.15,1234.0,0.0,411.3333333333333,503.7166666666667,Austria
12370.0,6.0,2011-03-10 12:48:00,3221.03,0.0,173,3960.31,2596.0,18.66722554547497,432.6666666666667,660.0516666666666,Austria
12371.0,3.0,2010-10-26 13:37:00,1819.42,0.0,308,3347.38,1418.0,45.64644587707401,472.6666666666667,1115.7933333333333,Switzerland
12372.0,2.0,2011-05-11 10:43:00,842.9200000000001,0.0,111,1196.04,788.0,29.524096184074107,394.0,598.02,Denmark
12373.0,3.0,2011-02-01 13:10:00,927.6500000000001,0.0,210,927.65,511.0,-1.2255358995484938e-14,170.33333333333334,309.21666666666664,Austria
12374.0,2.0,2010-10-14 10:16:00,2046.29,0.0,320,2669.22,1354.0,23.337529315680232,677.0,1334.61,Austria
12376.0,2.0,2010-11-15 12:15:00,383.15,0.0,288,383.15,237.0,0.0,118.5,191.575,Switzerland
