numero_client,nombre_commandes,date_derniere_commande,montant_effectif,transactions_annulation,nombre_jours_depuis_derniere_commande,montant_global,nombre_articles_y,pourcentage_annulation_montant,nombre_articles_moyen_par_commande,panier_moyen,pays
12347.0,3.0,2011-01-26 14:30:00,2510.5,0.0,4,5633.32,3286.0,55.43480576285388,1095.3333333333333,1877.7733333333333,Iceland
12348.0,3.0,2011-01-25 10:42:00,1061.3999999999999,0.0,5,1658.4,2704.0,35.998552821997116,901.3333333333334,552.8000000000001,Finland
12349.0,2.0,2010-10-28 08:23:00,2196.99,1.0,94,3678.69,1621.0,40.2779250222226,810.5,1839.345,Italy
12351.0,1.0,2010-11-29 15:23:00,300.93,0.0,62,300.93,261.0,0.0,261.0,300.93,Unspecified
12352.0,2.0,2010-11-29 10:07:00,343.8,0.0,62,1729.54,714.0,80.12188211894492,357.0,864.77,Norway
12353.0,1.0,2010-10-27 12:44:00,317.76,0.0,95,406.76,212.0,21.880224210836857,212.0,406.76,Bahrain
12355.0,1.0,2010-05-21 11:59:00,488.21000000000004,0.0,254,947.61,543.0,48.47985985795844,543.0,947.61,Bahrain
12356.0,4.0,2011-01-18 09:50:00,5073.87,0.0,12,5613.68,3377.0,9.615973835345091,844.25,1403.42,Portugal
12358.0,3.0,2010-11-29 10:56:00,2519.01,0.0,62,3447.07,1068.0,26.92315502731305,356.0,1149.0233333333333,Austria
12359.0,7.0,2011-01-12 12:43:00,3016.86,2.0,18,8935.94,2752.0,66.2390302531127,393.14285714285717,1276.5628571428572,Cyprus
12360.0,3.0,2010-11-12 11:31:00,1310.83,0.0,79,3612.89,2443.0,63.71796539612332,814.3333333333334,1204.2966666666666,Austria
12361.0,3.0,2010-09-03 15:19:00,276.35,0.0,149,451.25,231.0,38.75900277008309,77.0,150.41666666666666,Belgium
12366.0,1.0,2010-03-16 10:28:00,500.24,0.0,320,500.24,296.0,0.0,296.0,500.24,Cyprus
12368.0,1.0,2010-03-21 15:56:00,917.6999999999999,0.0,314,917.7,330.0,1.2388235558637466e-14,330.0,917.7,Cyprus
12369.0,3.0,2010-10-22 13:13:00,1511.15,0.0,100,1511.15,1234.0,0.0,411.3333333333333,503.7166666666667,Austria
12370.0,5.0,2010-12-17 09:38:00,2282.64,0.0,44,3960.31,2596.0,42.362087816357814,519.2,792.062,Austria
12371.0,3.0,2010-10-26 13:37:00,1819.42,0.0,96,3347.38,1418.0,45.64644587707401,472.6666666666667,1115.7933333333333,Switzerland
12373.0,2.0,2010-03-25 13:49:00,603.0500000000001,0.0,311,927.65,511.0,34.99164555597476,255.5,463.825,Austria
12374.0,2.0,2010-10-14 10:16:00,2046.29,0.0,108,2669.22,1354.0,23.337529315680232,677.0,1334.61,Austria
12376.0,2.0,2010-11-15 12:15:00,383.15,0.0,76,383.15,237.0,0.0,118.5,191.575,Switzerland
12377.0,4.0,2011-01-28 15:45:00,3266.32,0.0,2,3266.32,2101.0,0.0,525.25,816.58,Switzerland
12379.0,2.0,2010-10-13 14:46:00,692.98,0.0,109,1470.22,805.0,52.86555753560691,402.5,735.11,Belgium
12380.0,4.0,2010-11-23 12:06:00,4747.44,1.0,68,7210.65,3314.0,34.16072060077801,828.5,1802.6625,Belgium
12383.0,2.0,2011-01-19 14:36:00,1135.63,1.0,11,1628.56,1518.0,30.26784398487006,759.0,814.28,Belgium
12385.0,1.0,2010-11-25 15:14:00,1668.4,0.0,66,1668.4,594.0,0.0,594.0,1668.4,Belgium
12386.0,2.0,2011-01-06 12:37:00,660.8,0.0,24,660.8,568.0,0.0,284.0,330.4,Australia
12387.0,1.0,2010-10-20 16:27:00,143.94,0.0,101,143.94,134.0,0.0,134.0,143.94,Australia
12388.0,3.0,2011-01-17 11:12:00,1551.75,0.0,13,3901.11,2001.0,60.22285964763875,667.0,1300.3700000000001,Australia
12389.0,3.0,2010-11-02 11:52:00,1433.33,0.0,89,1433.33,614.0,0.0,204.66666666666666,477.77666666666664,Australia
