numero_client,nombre_commandes,date_derniere_commande,montant_effectif,transactions_annulation,nombre_jours_depuis_derniere_commande,montant_global,nombre_articles_y,pourcentage_annulation_montant,nombre_articles_moyen_par_commande,panier_moyen,pays
12347.0,6.0,2011-08-02 08:48:00,4114.18,0.0,89,5633.32,3286.0,26.967046075848693,547.6666666666666,938.8866666666667,Iceland
12348.0,5.0,2011-09-25 13:13:00,1658.3999999999999,0.0,35,1658.4,2704.0,1.3710424230778585e-14,540.8,331.68,Finland
12349.0,2.0,2010-10-28 08:23:00,2196.99,1.0,367,3678.69,1621.0,40.2779250222226,810.5,1839.345,Italy
12350.0,1.0,2011-02-02 16:01:00,294.4,0.0,270,294.4,196.0,0.0,196.0,294.4,Norway
12351.0,1.0,2010-11-29 15:23:00,300.93,0.0,335,300.93,261.0,0.0,261.0,300.93,Unspecified
12352.0,8.0,2011-09-28 14:58:00,1377.48,1.0,32,1729.54,714.0,20.355701516010036,89.25,216.1925,Norway
12353.0,2.0,2011-05-19 17:47:00,406.76,0.0,163,406.76,212.0,0.0,106.0,203.38,Bahrain
12354.0,1.0,2011-04-21 13:11:00,1079.4,0.0,192,1079.4,530.0,0.0,530.0,1079.4,Spain
12355.0,2.0,2011-05-09 13:49:00,947.61,0.0,174,947.61,543.0,0.0,271.5,473.805,Bahrain
12356.0,5.0,2011-04-08 12:33:00,5555.33,0.0,205,5613.68,3377.0,1.0394251186387604,675.4,1122.736,Portugal
12358.0,4.0,2011-07-12 10:04:00,2923.87,0.0,110,3447.07,1068.0,15.178107784292175,267.0,861.7675,Austria
12359.0,10.0,2011-10-13 12:47:00,8806.14,3.0,17,8935.94,2752.0,1.4525612302678967,275.2,893.594,Cyprus
12360.0,6.0,2011-10-18 15:22:00,3612.89,0.0,12,3612.89,2443.0,0.0,407.1666666666667,602.1483333333333,Austria
12361.0,4.0,2011-02-25 13:51:00,451.25,0.0,247,451.25,231.0,0.0,57.75,112.8125,Belgium
12362.0,8.0,2011-10-28 10:10:00,3821.45,2.0,2,4737.23,2197.0,19.331550294159243,274.625,592.15375,Belgium
12363.0,2.0,2011-08-22 10:18:00,552.0,0.0,69,552.0,408.0,0.0,204.0,276.0,Unspecified
12364.0,3.0,2011-10-30 15:43:00,912.78,0.0,0,1208.1,1499.0,24.444996275142785,499.6666666666667,402.7,Belgium
12365.0,1.0,2011-02-21 13:51:00,320.69,0.0,251,320.69,173.0,0.0,173.0,320.69,Cyprus
12366.0,1.0,2010-03-16 10:28:00,500.24,0.0,593,500.24,296.0,0.0,296.0,500.24,Cyprus
12368.0,1.0,2010-03-21 15:56:00,917.6999999999999,0.0,588,917.7,330.0,1.2388235558637466e-14,330.0,917.7,Cyprus
12369.0,3.0,2010-10-22 13:13:00,1511.15,0.0,373,1511.15,1234.0,0.0,411.3333333333333,503.7166666666667,Austria
12370.0,7.0,2011-10-19 14:51:00,3960.31,0.0,11,3960.31,2596.0,0.0,370.85714285714283,565.7585714285714,Austria
12371.0,4.0,2011-10-11 10:43:00,3347.38,0.0,19,3347.38,1418.0,0.0,354.5,836.845,Switzerland
