numero_client,nombre_commandes,date_derniere_commande,montant_effectif,transactions_annulation,nombre_jours_depuis_derniere_commande,montant_global,nombre_articles_y,pourcentage_annulation_montant,nombre_articles_moyen_par_commande,panier_moyen,pays
12347.0,2.0,2010-12-07 14:57:00,2035.1100000000001,0.0,16,5633.32,3286.0,63.8737014762165,1643.0,2816.66,Iceland
12348.0,2.0,2010-12-16 19:09:00,873.9599999999999,0.0,6,1658.4,2704.0,47.301013024602035,1352.0,829.2,Finland
12349.0,2.0,2010-10-28 08:23:00,2196.99,1.0,56,3678.69,1621.0,40.2779250222226,810.5,1839.345,Italy
12351.0,1.0,2010-11-29 15:23:00,300.93,0.0,24,300.93,261.0,0.0,261.0,300.93,Unspecified
12352.0,2.0,2010-11-29 10:07:00,343.8,0.0,24,1729.54,714.0,80.12188211894492,357.0,864.77,Norway
12353.0,1.0,2010-10-27 12:44:00,317.76,0.0,57,406.76,212.0,21.880224210836857,212.0,406.76,Bahrain
12355.0,1.0,2010-05-21 11:59:00,488.21000000000004,0.0,216,947.61,543.0,48.47985985795844,543.0,947.61,Bahrain
12356.0,3.0,2010-11-24 12:24:00,3126.25,0.0,29,5613.68,3377.0,44.31014949195537,1125.6666666666667,1871.2266666666667,Portugal
12358.0,3.0,2010-11-29 10:56:00,2519.01,0.0,24,3447.07,1068.0,26.92315502731305,356.0,1149.0233333333333,Austria
12359.0,6.0,2010-10-10 11:16:00,2469.36,2.0,74,8935.94,2752.0,72.36597380913479,458.6666666666667,1489.3233333333335,Cyprus
12360.0,3.0,2010-11-12 11:31:00,1310.83,0.0,41,3612.89,2443.0,63.71796539612332,814.3333333333334,1204.2966666666666,Austria
12361.0,3.0,2010-09-03 15:19:00,276.35,0.0,111,451.25,231.0,38.75900277008309,77.0,150.41666666666666,Belgium
12366.0,1.0,2010-03-16 10:28:00,500.24,0.0,282,500.24,296.0,0.0,296.0,500.24,Cyprus
12368.0,1.0,2010-03-21 15:56:00,917.6999999999999,0.0,277,917.7,330.0,1.2388235558637466e-14,330.0,917.7,Cyprus
